Date,Open,High,Low,Close,Adj Close,Volume,LOG_ADJ_CLOSE,zScore,mean,stdev,LB,UB,UpperEntryZscore,LowerEntryZscore,long_entry,long_exit,num_units_long,short_entry,short_exit,num_units_short,stance,pct_rets,syst_rets,syst_cum_rets,market_cum_rets,profits,losses,Det_Adj_Close,Det_pct_rets,Det_syst_rets
2000-02-03,140.875,143.25,140.0,143.1875,91.84688568115234,7997500,4.5201229045120135,,,,,,0.5,-0.5,False,False,0.0,False,False,0.0,0.0,0.015063957548370305,0.0,1.0,0.9845288562098019,0.0,0.0,121.67510919639867,0.011056208929318247,0.0
2000-02-04,143.1875,144.0,142.125,142.59375,91.4660415649414,4925400,4.515967772957731,,,,,,0.5,-0.5,False,False,0.0,False,False,0.0,0.0,-0.004146510939228172,-0.0,1.0,0.9804464965375422,-0.0,0.0,121.26177488120742,-0.0033970326217178668,-0.0
2000-02-07,142.5625,142.78125,141.4375,142.375,91.32573699951172,5845800,4.514432642722824,-0.07131209101434287,4.5159180662665985,0.020829897464037888,4.505503117534579,4.526333014998618,0.5,-0.5,False,False,0.0,False,True,0.0,0.0,-0.0015339525252119986,-0.0,1.0,0.9789425381583432,-0.0,0.0,121.08898011679742,-0.001424973076464336,-0.0
2000-02-08,143.96875,144.5625,143.625,144.3125,92.56852722167967,4936400,4.527949205064684,0.5997333726877678,4.515607435456321,0.02057876078006472,4.505318055066288,4.5258968158463535,0.5,-0.5,False,True,0.0,True,False,-1.0,0.0,0.013608324038760281,0.0,1.0,0.9922643054329284,0.0,0.0,122.29928013998506,0.009995129383534628,0.0
2000-02-09,144.46875,144.46875,141.265625,141.28125,90.62417602539062,8511500,4.506721020999884,-0.4602456544089152,4.516043342483516,0.020255099411213888,4.505915792777909,4.526170892189123,0.5,-0.5,False,False,0.0,False,True,0.0,0.0,-0.021004452103173126,-0.0,1.0,0.9714223373557741,-0.0,0.0,120.3224387447157,-0.01616396591220036,-0.0
2000-02-10,141.625,142.5625,140.875,141.5625,90.80460357666016,6690600,4.5087099845055185,-0.3897691173356542,4.516487301597042,0.01995365139415625,4.506510475899964,4.52646412729412,0.5,-0.5,False,False,0.0,False,True,0.0,0.0,0.0019909428055818125,0.0,1.0,0.973356383669514,0.0,0.0,120.47037609700492,0.0012295075950304903,0.0
2000-02-11,141.84375,141.9375,138.03125,138.6875,88.96045684814453,9849800,4.488191965922366,-1.465130614900377,4.516758629632445,0.01949769079941166,4.507009784232739,4.526507475032151,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,-0.020308956329055907,-0.0,1.0,0.9535885313809621,-0.0,0.0,118.59373916950898,-0.015577580051587417,-0.0
2000-02-14,139.78125,139.78125,138.3125,139.5,89.48162078857422,8528800,4.494033249875118,-1.0759648062030158,4.5150055104605435,0.01949158603006256,4.5052597174455125,4.524751303475575,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,0.005858377518444112,0.005858377518444112,1.0058583775184442,0.9591750129950506,0.005858377518444112,0.0,119.08241291095835,0.00412056947416846,0.00412056947416846
2000-02-15,139.25,141.21875,137.796875,141.078125,90.49388885498048,11078300,4.505282321961562,-0.44091007516800185,4.5135653734283405,0.018786260358470495,4.504172243249105,4.522958503607576,0.5,-0.5,False,False,1.0,False,True,0.0,1.0,0.011312580812522779,0.011312580812522779,1.0172372317000746,0.9700257578429097,0.011312580812522779,0.0,120.0621907783843,0.008227729380648027,0.008227729380648027
2000-02-16,140.375,140.9375,138.796875,139.0,89.16085815429688,8845400,4.490442133351305,-1.133051306890733,4.512013150948894,0.019037988365048653,4.502494156766369,4.5215321451314185,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,-0.014730615708424629,-0.014730615708424629,1.0022527009555993,0.9557366811768524,0.0,-0.014730615708424629,118.69666987872039,-0.011373446468126294,-0.011373446468126294
2000-02-17,140.4375,140.4375,138.21875,138.28125,88.6998519897461,7584200,4.48525822065288,-1.2889780451992918,4.510653486679372,0.019701860804437196,4.500802556277153,4.5205044170815905,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,-0.005170499410772711,-0.005170499410772711,0.997070553955863,0.9507950452299736,0.0,-0.005170499410772711,118.20317351518929,-0.004157626022999035,-0.004157626022999035
2000-02-18,138.875,138.875,134.625,135.3125,86.79552459716797,9409200,4.463555060396584,-2.0843832373393236,4.507887607754387,0.02126890418404637,4.497253155662364,4.5185220598464095,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,-0.02146934126562319,-0.02146934126562319,0.9756641059670806,0.9303821019302677,0.0,-0.02146934126562319,116.26635592363087,-0.016385495701682993,-0.016385495701682993
2000-02-22,135.1875,136.34375,133.53125,134.96875,86.57504272460938,16415400,4.461011583786595,-2.003565857830461,4.504480522880874,0.021695787500266392,4.49363262913074,4.515328416631007,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,-0.0025402447140205177,-0.0025402447140205177,0.9731856803792382,0.9280187037138201,0.0,-0.0025402447140205177,116.01338385209195,-0.0021757977149045944,-0.0021757977149045944
2000-02-23,135.625,137.46875,134.5,136.5625,87.59735870361328,12119000,4.472750845702535,-1.3603280578861823,4.5018589511165,0.021397857116316303,4.491160022558342,4.512557879674658,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,0.011808437476096192,0.011808437476096192,0.9846774826386288,0.9389771545532727,0.011808437476096192,0.0,117.00320963211556,0.008531996457284266,0.008531996457284266
2000-02-24,136.6875,137.03125,133.09375,133.8125,85.83338165283203,17375000,4.452407994381138,-2.124900740994913,4.498099229236644,0.021502761975654466,4.487347848248817,4.508850610224471,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,-0.020137331500481512,-0.020137331500481512,0.9648487057496751,0.9200686603206546,0.0,-0.020137331500481512,115.20674238235398,-0.015353999735648913,-0.015353999735648913
2000-02-25,135.1875,136.71875,133.125,133.328125,85.52266693115234,10559900,4.448781451113063,-2.0434282876520307,4.4948114313983645,0.022525860370755522,4.4835485012129865,4.506074361583742,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,-0.003619975302108298,-0.003619975302108298,0.9613559772645901,0.9167380344940499,0.0,-0.003619975302108298,114.863537461694,-0.0029790350248854337,-0.0029790350248854337
2000-02-28,133.375,136.6875,132.71875,136.125,87.31670379638672,13397800,4.469541782416646,-1.0451915912078662,4.492440494004771,0.02190862592155211,4.481486181043994,4.503394806965547,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,0.02097732600736849,0.02097732600736849,0.9815226550088018,0.9359687471069857,0.02097732600736849,0.0,116.62508412794804,0.015335995261694853,0.015335995261694853
2000-02-29,136.0625,137.4375,135.75,137.4375,88.1585922241211,8242500,4.4791373768574285,-0.5665165692130334,4.491603454762967,0.02200478959133677,4.480601059967299,4.502605849558636,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,0.009641779764128172,0.009641779764128172,0.990986280281899,0.9449931516326983,0.009641779764128172,0.0,117.43448235670212,0.006940172732189375,0.006940172732189375
2000-03-01,137.625,139.0,137.21875,138.4375,88.80006408691406,6868000,4.486387371697346,-0.19493757644281876,4.490604741213245,0.02163446162025897,4.479787510403115,4.501421972023374,0.5,-0.5,False,False,1.0,False,True,0.0,1.0,0.0072763396806767005,0.0072763396806767005,0.9981970330761204,0.951869242799891,0.0072763396806767005,0.0,118.04346402051476,0.005185714209246369,0.005185714209246369
2000-03-02,138.6875,139.125,137.34375,138.53125,88.86021423339844,7600200,4.487064508414134,-0.13441222451798854,4.489951427553922,0.021478099556348006,4.479212377775748,4.500690477332095,0.5,-0.5,False,False,1.0,False,True,0.0,1.0,0.0006773660256089722,0.0006773660256089722,0.9988731778331899,0.9525140066857858,0.0006773660256089722,0.0,118.07112396801884,0.00023432002553965914,0.00023432002553965914
2000-03-03,140.4375,141.71875,139.71875,141.125,90.52391052246094,12770300,4.50561402047805,0.7126960127817794,4.490200172645951,0.02162752078819176,4.479386412251855,4.5010139330400465,0.5,-0.5,False,True,0.0,True,False,-1.0,0.0,0.018722622980546378,0.018722622980546378,1.017574703747141,0.9703475673166534,0.018722622980546378,0.0,119.70233005810101,0.013815453222279884,0.013815453222279884
2000-03-06,140.8125,141.34375,138.75,139.75,89.6419448852539,11967100,4.495823345320003,0.21284673608558471,4.491324961546439,0.021134379865501148,4.480757771613688,4.501892151479189,0.5,-0.5,False,True,0.0,False,False,-1.0,0.0,-0.00974290253389127,-0.0,1.017574703747141,0.9608935655442887,-0.0,0.0,118.78787422191368,-0.0076394155046394805,-0.0
2000-03-07,140.0,140.15625,135.21875,137.046875,87.90805053710938,20062000,4.476291387950151,-0.6705921164673226,4.490597375799229,0.021333367180697307,4.479930692208881,4.501264059389578,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,-0.01934244454829713,-0.0,1.017574703747141,0.9423075350359328,-0.0,0.0,117.02148967478882,-0.014870074565228642,-0.0
2000-03-08,136.46875,137.84375,135.03125,136.875,87.79779815673828,11808500,4.475036422385137,-0.673943182550867,4.489427434202609,0.02135344965283623,4.478750709376191,4.500104159029027,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,-0.001254178425041424,-0.001254178425041424,1.0162984835078335,0.9411257132557368,0.0,-0.001254178425041424,116.87874709543743,-0.0012197980024701773,-0.0012197980024701773
2000-03-09,137.25,140.875,136.125,140.875,90.36353302001952,5500900,4.503840790215914,0.6787295365975816,4.489374214545624,0.0213141979098338,4.478717115590706,4.500031313500541,0.5,-0.5,False,True,0.0,True,False,-1.0,0.0,0.029223225606419396,0.029223225606419396,1.0459980033748446,0.9686284422982115,0.029223225606419396,0.0,119.41199175973836,0.021674125769267534,0.021674125769267534
2000-03-10,140.1875,142.0,139.53125,140.125,89.88251495361328,7924600,4.498503428163014,0.48905998820905094,4.488509435491665,0.02043510594262167,4.478291882520354,4.498726988462975,0.5,-0.5,False,True,0.0,False,False,-1.0,0.0,-0.005323143643572115,-0.0,1.0459980033748446,0.9634722939626087,-0.0,0.0,118.89848349435181,-0.004300307346181337,-0.0
2000-03-13,136.6875,140.46875,135.6875,138.59375,88.9002914428711,10540500,4.487515420836995,0.007344203103940855,4.487371341406835,0.019618116236820127,4.4775622832884245,4.497180399525245,0.5,-0.5,False,True,0.0,False,False,-1.0,0.0,-0.010927859676034822,-0.0,1.0459980033748446,0.9529436039324379,-0.0,0.0,117.88376978462931,-0.008534286392060695,-0.0
2000-03-14,139.28125,140.09375,136.15625,136.625,87.63744354248047,8263900,4.473208344316424,-0.6596543008272082,4.485722369470579,0.018970580709414087,4.476237079115871,4.495207659825286,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,-0.014205216652210341,-0.0,1.0459980033748446,0.9394068335812396,-0.0,0.0,116.58843168525837,-0.010988264981154638,-0.0
2000-03-15,136.875,140.4375,136.0625,139.8125,89.68206024169922,10300800,4.496270751757151,0.6955717503830882,4.484455231338278,0.016986774423149532,4.4759618441267035,4.492948618549852,0.5,-0.5,False,True,0.0,True,False,-1.0,0.0,0.023330400985825922,0.023330400985825922,1.070401556223953,0.9613235716975149,0.023330400985825922,0.0,118.60055818549681,0.017258371788295136,0.017258371788295136
2000-03-16,141.625,146.84375,140.875,146.34375,93.87149047851562,25601400,4.541926724336359,2.7911462489099716,4.485863459471736,0.02008610795171234,4.47582040549588,4.495906513447593,0.5,-0.5,False,True,0.0,True,False,-1.0,0.0,0.046714250604029485,0.0,1.070401556223953,1.0062310819373532,0.0,0.0,122.7574982233329,0.03504991967520461,0.0
2000-03-17,145.8125,148.0,145.4375,146.9375,94.49191284179688,10272900,4.548514252443973,2.62121932734375,4.487455630189275,0.023293976821303665,4.475808641778623,4.4991026185999266,0.5,-0.5,False,True,0.0,True,False,-1.0,0.0,0.0066092735943427475,0.0,1.070401556223953,1.0128815384570087,0.0,0.0,123.34543038763384,0.004789378838849516,0.0
2000-03-20,146.875,147.34375,144.78125,146.1875,94.0095672607422,12502300,4.543396556460433,2.0791399540914064,4.489663813810798,0.025843735311756193,4.476741946154919,4.502585681466676,0.5,-0.5,False,True,0.0,True,False,-1.0,0.0,-0.005104622888333741,-0.0,1.070401556223953,1.0077111601726303,-0.0,0.0,122.83059460759885,-0.0041739347652931065,-0.0
2000-03-21,145.53125,149.75,144.5,149.1875,95.93880462646484,13612600,4.563710536401392,2.392035313142755,4.492450905271848,0.029790375893706953,4.477555717324995,4.507346093218702,0.5,-0.5,False,True,0.0,True,False,-1.0,0.0,0.020521713075986887,0.0,1.070401556223953,1.028391119465163,0.0,0.0,124.72734177434118,0.015441976592247062,0.0
2000-03-22,149.5625,150.84375,148.6875,150.09375,96.52159118652344,8260000,4.569766726183766,2.2304436043476454,4.495030281440737,0.03350743529105615,4.478276563795209,4.511783999086266,0.5,-0.5,False,True,0.0,True,False,-1.0,0.0,0.006074565576751322,0.0,1.070401556223953,1.0346381487589027,0.0,0.0,125.27763813541947,0.004411994621627445,0.0
2000-03-23,149.15625,153.46875,149.15625,152.65625,98.1694793701172,11654500,4.586695366340232,2.300955561275337,4.498880410760294,0.038164559567271696,4.479798130976659,4.517962690543929,0.5,-0.5,False,True,0.0,True,False,-1.0,0.0,0.017072741583893884,0.0,1.070401556223953,1.0523022585055017,0.0,0.0,126.89303612003292,0.012894543740258575,0.0
2000-03-24,152.875,155.75,151.71875,153.5625,98.75231170654295,11462900,4.59261481319374,2.110657541239409,4.5031746744619285,0.04237548583049195,4.4819869315466825,4.524362417377175,0.5,-0.5,False,True,0.0,True,False,-1.0,0.0,0.00593700139967501,0.0,1.070401556223953,1.05854977848713,0.0,0.0,127.44337825747836,0.004337055478165493,0.0
2000-03-27,153.375,153.78125,151.8125,151.9375,97.7072525024414,8798600,4.581975788662549,1.6705404651042786,4.507911503592567,0.04433552291435179,4.485743742135391,4.530079265049743,0.5,-0.5,False,True,0.0,True,False,-1.0,0.0,-0.01058263028016089,-0.0,1.070401556223953,1.0473475375482546,-0.0,0.0,126.3658288543965,-0.008455122720498271,-0.0
2000-03-28,151.25,152.984375,150.59375,151.0625,97.14458465576172,6334400,4.576200432177796,1.4077979332500046,4.512519057528215,0.045234740828584294,4.489901687113923,4.535136427942508,0.5,-0.5,False,True,0.0,True,False,-1.0,0.0,-0.005758711173109981,-0.0,1.070401556223953,1.0413161655816463,-0.0,0.0,125.7706708087365,-0.004709802096465205,-0.0
2000-03-29,151.5625,152.484375,149.65625,151.21875,97.24502563476562,6747500,4.577233830905149,1.3096314544137428,4.516698376936319,0.046223274314931714,4.493586739778854,4.539810014093785,0.5,-0.5,False,True,0.0,True,False,-1.0,0.0,0.0010339328677952098,0.0,1.070401556223953,1.0423928165910077,0.0,0.0,125.8386215887601,0.0005402752453069368,0.0
2000-03-30,150.15625,151.921875,147.125,148.6875,95.61727142333984,9491900,4.560353467163742,0.8743000200206024,4.521016195847623,0.044992874774487226,4.498519758460379,4.543512633234867,0.5,-0.5,False,True,0.0,True,False,-1.0,0.0,-0.016738688696934748,-0.0,1.070401556223953,1.0249445277341698,-0.0,0.0,124.178377178354,-0.013193440848643248,-0.0
2000-03-31,149.625,152.3125,148.4375,150.375,96.70243072509766,9249100,4.5716385389075205,1.05178393071546,4.525930479359402,0.0434576515321227,4.5042016535933405,4.547659305125463,0.5,-0.5,False,True,0.0,True,False,-1.0,0.0,0.011348988374216763,0.0,1.070401556223953,1.036576611263642,0.0,0.0,125.23104628113151,0.00847707247184906,0.0
2000-04-03,150.125,151.25,148.6875,151.25,97.26519012451172,8508200,4.577441166954205,1.0980762348751336,4.5302464547409045,0.04297944961778328,4.508756729932013,4.551736179549796,0.5,-0.5,False,True,0.0,True,False,-1.0,0.0,0.005819495902991886,0.0,1.070401556223953,1.042608964606028,0.0,0.0,125.76131548156525,0.004234326999419402,0.0
2000-04-04,151.75,153.0,141.390625,150.125,96.54167938232422,19585500,4.569974825796024,0.8530407276076977,4.533879952698448,0.0423131884907791,4.512723358453059,4.555036546943837,0.5,-0.5,False,True,0.0,True,False,-1.0,0.0,-0.007438537273831624,-0.0,1.070401556223953,1.034853478960775,-0.0,0.0,125.00531454039745,-0.0060113949848005265,-0.0
2000-04-05,147.875,150.8125,147.625,149.1875,95.93880462646484,8387200,4.563710536401392,0.6440401629113816,4.53697287928661,0.041515512004584365,4.516215123284318,4.557730635288903,0.5,-0.5,False,True,0.0,True,False,-1.0,0.0,-0.0062447096395730935,-0.0,1.070401556223953,1.028391119465163,-0.0,0.0,124.36994958555775,-0.005082703540851244,-0.0
2000-04-06,150.25,151.6875,149.0,150.484375,96.77278900146484,6378500,4.572365849408246,0.7849833844528042,4.540384932926375,0.040740883329861644,4.520014491261444,4.560755374591306,0.5,-0.5,False,True,0.0,True,False,-1.0,0.0,0.00869287853071649,0.0,1.070401556223953,1.0373307985487412,0.0,0.0,125.17144376157745,0.006444435964560157,0.0
2000-04-07,151.5625,152.125,150.5,151.4375,97.38575744628906,6023600,4.578679972505382,0.8677500973291956,4.5433075710074675,0.04076335065450939,4.5229258956802125,4.5636892463347225,0.5,-0.5,False,True,0.0,True,False,-1.0,0.0,0.006334099194092053,0.0,1.070401556223953,1.0439013547238358,0.0,0.0,125.75192200742134,0.00463746545058287,0.0
2000-04-10,151.75,153.109375,150.3125,150.84375,97.00392150878906,9624200,4.574751405611857,0.7074958747219028,4.546464693419142,0.039981451770066914,4.526473967534108,4.566455419304176,0.5,-0.5,False,True,0.0,True,False,-1.0,0.0,-0.0039208601700366,-0.0,1.070401556223953,1.0398083634806519,-0.0,0.0,125.33759587094104,-0.003294789692803633,-0.0
2000-04-11,150.0,151.625,148.375,150.40625,96.72259521484376,9006400,4.571847038192669,0.5751996100684749,4.550286919428842,0.03748284662651235,4.531545496115586,4.569028342742098,0.5,-0.5,False,True,0.0,True,False,-1.0,0.0,-0.0029001538243977965,-0.0,1.070401556223953,1.0367927592786625,-0.0,0.0,125.02377937801543,-0.0025037698445145268,-0.0
2000-04-12,150.375,151.15625,146.15625,146.28125,94.06986236572266,10779200,4.5440377228778965,-0.26421191989196635,4.553046971448553,0.03409856971759684,4.535997686589754,4.570096256307352,0.5,-0.5,False,False,0.0,False,True,0.0,0.0,-0.027426195949651275,-0.0,1.070401556223953,1.0083574779035063,-0.0,0.0,122.33855632991401,-0.021477698574304965,-0.0
2000-04-13,147.46875,148.15625,143.78125,144.25,92.76360321044922,12225800,4.530054356075006,-0.730633252814283,4.554095514082916,0.03290454946487526,4.537643239350478,4.570547788815354,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,-0.013886053645906199,-0.0,1.070401556223953,0.9943553718710875,-0.0,0.0,120.99980697566026,-0.010942988003254711,-0.0
2000-04-14,142.625,142.8125,133.5,136.0,87.45826721191406,29604000,4.471161733439023,-2.324780634338317,4.553001846293957,0.03520337000666192,4.535400161290625,4.570603531297288,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,-0.05719200004013583,-0.05719200004013583,1.0091831503774313,0.9374861994031269,0.0,-0.05719200004013583,115.6619807781448,-0.04411433646823255,-0.04411433646823255
2000-04-17,135.1875,140.75,134.6875,140.75,90.5128173828125,23918200,4.50549146921687,-1.4196771192840525,4.553720888229152,0.03397210418986261,4.536734836134221,4.570706940324083,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,0.03492580253730809,0.03492580253730809,1.044429681811492,0.9702286572849319,0.03492580253730809,0.0,118.68404075006292,0.026128378154917146,0.026128378154917146
2000-04-18,140.5625,144.46875,139.78125,144.46875,92.90435791015624,11069200,4.531570554409086,-0.8167164790888418,4.556055376632858,0.029979586368929462,4.541065583448393,4.571045169817323,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,0.026422120054323553,0.026422120054323553,1.0720257282526142,0.9958641553478595,0.026422120054323553,0.0,121.04309107842634,0.01987672743070279,0.01987672743070279
2000-04-19,144.5,145.125,142.53125,143.125,92.04020690917967,6553700,4.522225513200054,-1.235544442497,4.557093567090575,0.028220801042213823,4.542983166569468,4.571203967611681,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,-0.009301512011010779,-0.009301512011010779,1.06205426806516,0.9866011129455563,0.0,-0.009301512011010779,120.14644987846947,-0.00740761981512784,-0.00740761981512784
2000-04-20,143.5625,143.9375,142.375,143.8125,92.48226928710938,8537600,4.52701694276217,-1.0268989935667632,4.556497175827607,0.028708016319153245,4.54214316766803,4.570851183987184,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,0.004802926816167472,0.004802926816167472,1.0671552369894752,0.9913396858877833,0.004802926816167472,0.0,120.55602205741886,0.0034089411660825583,0.0034089411660825583
2000-04-24,141.5,143.3125,140.5,142.25,91.47748565673828,12893100,4.516092883607839,-1.312534012208321,4.555200321074162,0.02979537071235619,4.540302635717984,4.5700980064303405,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,-0.01086460829861087,-0.01086460829861087,1.0555610133457733,0.9805691685097446,0.0,-0.01086460829861087,119.51874822806745,-0.008604081419154403,-0.008604081419154403
2000-04-25,144.625,148.15625,144.4375,148.15625,95.27561950683594,14102000,4.556773949040919,0.03497388622121741,4.555735416777381,0.029694505694034347,4.540888163930363,4.5705826696243985,0.5,-0.5,False,True,0.0,False,False,0.0,0.0,0.041519875877982046,0.041519875877982046,1.0993877756015267,1.0212822786760452,0.041519875877982046,0.0,123.2843918791848,0.031506719296722274,0.031506719296722274
