Date,Open,High,Low,Close,Adj Close,Volume,42d,252d,42-252,Market_Returns_Log,Market_Returns_Percent,Stance,Strategy_Returns_Log,Strategy_Returns_Percent,Strategy_Returns_Log_Cumul,Strategy_Returns_Percent_Cumul,I,IPercent,Market_Returns_Log_Cumul,Market_Returns_Percent_Cumul,Strategy_Returns_Log_2
2000-01-03,1469.25,1478.0,1438.3599853515625,1455.219970703125,1455.219970703125,931800000,,,,,,0,,,,,,,,,
2000-01-04,1455.219970703125,1455.219970703125,1397.4300537109375,1399.4200439453125,1399.4200439453125,1009000000,,,,-0.03909917534093802,-0.03834466807849768,0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.03909917534093802,-0.03834466807849768,0.0
2000-01-05,1399.4200439453125,1413.27001953125,1377.6800537109375,1402.1099853515625,1402.1099853515625,1085500000,,,,0.0019203379615859075,0.0019221829913671495,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03717883737935211,-0.03649619055592068,0.0
2000-01-06,1402.1099853515625,1411.9000244140625,1392.0999755859375,1403.449951171875,1403.449951171875,1092300000,,,,0.0009552217400569889,0.0009556781096431433,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.036223615639295124,-0.035575391056677175,0.0
2000-01-07,1403.449951171875,1441.469970703125,1400.72998046875,1441.469970703125,1441.469970703125,1225200000,,,,0.02672994972987063,0.027090399268961063,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009493665909424496,-0.00944874333559087,0.0
2000-01-10,1441.469970703125,1464.3599853515625,1441.469970703125,1457.5999755859375,1457.5999755859375,1064800000,,,,0.011127824873139451,0.011189969413615053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016341589637149552,0.001635494929101755,0.0
2000-01-11,1457.5999755859375,1458.6600341796875,1434.4200439453125,1438.56005859375,1438.56005859375,1014000000,,,,-0.013148576788902815,-0.013062511876438365,0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.01151441782518786,-0.011448380619271892,0.0
2000-01-12,1438.56005859375,1442.5999755859375,1427.0799560546875,1432.25,1432.25,974600000,,,,-0.004396019678609715,-0.004386371327394056,0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.015910437503797573,-0.01578453509817246,0.0
2000-01-13,1432.25,1454.199951171875,1432.25,1449.6800537109375,1449.6800537109375,1030400000,,,,0.012096245165416932,0.012169700618563484,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0038141923383806405,-0.0038069275461569685,0.0
2000-01-14,1449.6800537109375,1473.0,1449.6800537109375,1465.1500244140625,1465.1500244140625,1085900000,,,,0.010614763497340866,0.010671299962722536,0,0.0,0.0,0.0,0.0,0.0,0.0,0.006800571158960225,0.006823747550784187,0.0
2000-01-18,1465.1500244140625,1465.1500244140625,1451.300048828125,1455.1400146484375,1455.1400146484375,1056700000,,,,-0.006855516976735141,-0.00683207152771137,0,-0.0,-0.0,0.0,0.0,0.0,0.0,-5.494581777491618e-05,-5.494430828123509e-05,0.0
2000-01-19,1455.1400146484375,1461.3900146484375,1448.6800537109375,1455.9000244140625,1455.9000244140625,1087800000,,,,0.0005221568736222691,0.0005222932212531894,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00046721105584735293,0.00046732021593220985,0.0
2000-01-20,1455.9000244140625,1465.7099609375,1438.5400390625,1445.5699462890625,1445.5699462890625,1100700000,,,,-0.007120612569861287,-0.007095321074094607,0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.006653401514013934,-0.0066313166451388295,0.0
2000-01-21,1445.5699462890625,1453.1800537109375,1439.5999755859375,1441.3599853515625,1441.3599853515625,1209800000,,,,-0.0029165681339535805,-0.0029123190810015354,0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.009569969647967514,-0.009524323216142605,0.0
2000-01-24,1441.3599853515625,1454.0899658203125,1395.4200439453125,1401.530029296875,1401.530029296875,1115800000,,,,-0.028022584228459112,-0.027633593591799732,0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.037592553876426626,-0.03689472553095052,0.0
2000-01-25,1401.530029296875,1414.260009765625,1388.489990234375,1410.030029296875,1410.030029296875,1073700000,,,,0.006046483603040547,0.006064800483985611,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03154607027338608,-0.031053684196221565,0.0
2000-01-26,1410.030029296875,1412.72998046875,1400.1600341796875,1404.0899658203125,1404.0899658203125,1117300000,,,,-0.004221619766667546,-0.00421272125638672,0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.035767690040053625,-0.03513558493710578,0.0
2000-01-27,1404.0899658203125,1418.8599853515625,1370.989990234375,1398.56005859375,1398.56005859375,1129500000,,,,-0.003946204024482488,-0.00393842799334565,0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.03971389406453611,-0.038935633959172544,0.0
2000-01-28,1398.56005859375,1398.56005859375,1356.199951171875,1360.1600341796875,1360.1600341796875,1095800000,,,,-0.02784081272973308,-0.027456829027902918,0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0675547067942692,-0.0653234139423654,0.0
2000-01-31,1360.1600341796875,1394.47998046875,1350.1400146484375,1394.4599609375,1394.4599609375,993800000,,,,0.024904850529124643,0.025217566974388372,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04264985626514456,-0.04175314453406431,0.0
2000-02-01,1394.4599609375,1412.489990234375,1384.7900390625,1409.280029296875,1409.280029296875,981000000,,,,0.010571740915406745,0.01062781920924527,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03207811534973781,-0.031569070196344584,0.0
2000-02-02,1409.280029296875,1420.6099853515625,1403.489990234375,1409.1199951171875,1409.1199951171875,1038600000,,,,-0.00011356385074743024,-0.00011355740261742575,0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.03219167920048524,-0.03167904269734745,0.0
2000-02-03,1409.1199951171875,1425.780029296875,1398.52001953125,1424.969970703125,1424.969970703125,1146500000,,,,0.011185347697919614,0.011248137590027962,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021006331502565624,-0.020787235338299626,0.0
2000-02-04,1424.969970703125,1435.9100341796875,1420.6300048828125,1424.3699951171875,1424.3699951171875,1045100000,,,,-0.00042113303572190804,-0.000421044371651913,0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.021427464538287533,-0.021199527361510095,0.0
2000-02-07,1424.3699951171875,1427.1500244140625,1413.3299560546875,1424.239990234375,1424.239990234375,918100000,,,,-9.12760143166444e-05,-9.127184878798822e-05,0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.021518740552604176,-0.02128886429024235,0.0
