,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_logistic__penalty,param_logistic__C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.020110368728637695,0.0002453328337451302,0.022185850143432616,0.0003995657073860342,l1,0.0005455594781168526,"{'logistic__penalty': 'l1', 'logistic__C': 0.0005455594781168526}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.14071316719055177,0.0568036978705861,0.5852373600006103,0.010085878449242464,l1,14.38449888287663,"{'logistic__penalty': 'l1', 'logistic__C': 14.38449888287663}",0.1047547732120903,0.06544757523526076,0.11627902261554476,0.08159994091194349,0.10681745715442345,0.09497975382585255,0.01865749201253992,1,0.12396243890565667,0.12451422875553383,0.1248296850081372,0.12087457852996535,0.14113150615804257,0.12706248747146714,0.0071737972414265
2,0.023984766006469725,0.0010949739858608413,0.5666491985321045,0.008168123655808223,l2,0.20691380811147903,"{'logistic__penalty': 'l2', 'logistic__C': 0.20691380811147903}",0.1012115053317392,0.06337330705305239,0.11627902261554476,0.08329913268370881,0.10659115132231843,0.09415082380127272,0.018757861778824936,6,0.12189157615761508,0.12694462027698145,0.12440281258303498,0.12325896829728697,0.14231757048374988,0.12776310955973366,0.007463994189046166
3,0.019788074493408202,0.0007477676544138621,0.022585201263427734,0.0004895317978289823,l1,0.0012742749857031347,"{'logistic__penalty': 'l1', 'logistic__C': 0.0012742749857031347}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.02378501892089844,0.0011654271094135873,0.5594538688659668,0.003916787382814436,l2,1000.0,"{'logistic__penalty': 'l2', 'logistic__C': 1000.0}",0.1047547732120903,0.06544757523526076,0.11627902261554476,0.07980742428552663,0.10681745715442345,0.09462125050056917,0.01892642389828463,2,0.1235448460648882,0.12451422875553383,0.1252410259334188,0.1204715435791497,0.141539592215437,0.1270622473096855,0.007419059894007605
5,0.023585081100463867,0.0007994175028381438,0.5762433052062989,0.0039775214866339175,l2,2.636650898730358,"{'logistic__penalty': 'l2', 'logistic__C': 2.636650898730358}",0.1047547732120903,0.06544757523526076,0.11627902261554476,0.07980742428552663,0.10681745715442345,0.09462125050056917,0.01892642389828463,2,0.1235448460648882,0.12451422875553383,0.1248296850081372,0.1204595355889592,0.14234283987268304,0.1271382270580403,0.007757735378730693
6,0.02138662338256836,0.000489492608781462,0.5736449718475342,0.006659257167560443,l2,0.0001,"{'logistic__penalty': 'l2', 'logistic__C': 0.0001}",0.05070865990705829,0.09715083723140103,0.08297248866768889,0.06245418787629037,0.06415911288071618,0.07148905731263096,0.016477730497407278,7,0.08804639441372367,0.08259630467580961,0.08641423712151843,0.08824962403323139,0.09064735784975951,0.08719078361880853,0.002665084594896711
7,0.019388532638549803,0.0004901935293268777,0.022185802459716797,0.0003993514189078508,l1,0.002976351441631319,"{'logistic__penalty': 'l1', 'logistic__C': 0.002976351441631319}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.03237972259521484,0.0014953884662384385,0.5644508838653565,0.009489177295298076,l1,1000.0,"{'logistic__penalty': 'l1', 'logistic__C': 1000.0}",0.1047547732120903,0.06544757523526076,0.11627902261554476,0.07980742428552663,0.10681745715442345,0.09462125050056917,0.01892642389828463,2,0.1235448460648882,0.1249286534711294,0.1252410259334188,0.1204715435791497,0.1419348813390078,0.12722419007751878,0.007546425283798731
9,0.023584938049316405,0.0007995247889760196,0.5698473453521729,0.009779579950515071,l2,6.158482110660267,"{'logistic__penalty': 'l2', 'logistic__C': 6.158482110660267}",0.1047547732120903,0.06544757523526076,0.11627902261554476,0.07980742428552663,0.10681745715442345,0.09462125050056917,0.01892642389828463,2,0.1235448460648882,0.12451422875553383,0.1252410259334188,0.1204715435791497,0.1419348813390078,0.12714130513439967,0.007573410398310463
